,year,state,id,name,type,population
4867,2011,AL,1,Montgomery City & County,Total Homeless,433
4888,2011,AL,1,Gadsden/Northeast Alabama,Total Homeless,495
4909,2011,AL,1,Tuscaloosa City & County,Total Homeless,265
4930,2011,AL,1,Alabama Balance of State,Total Homeless,797
4951,2011,AR,5,Little Rock/Central Arkansas,Total Homeless,"1,276"
4972,2011,AR,5,Fayetteville/Northwest Arkansas,Total Homeless,238
4993,2011,AR,5,Arkansas  Balance of State ,Total Homeless,943
5014,2011,AR,5,Delta Hills,Total Homeless,790
5035,2011,AR,5,Southeast Arkansas,Total Homeless,94
5056,2011,AR,5,Eastern Arkansas,Total Homeless,0
5077,2011,AR,5,"Boone, Baxter, Marion, Newton Counties",Total Homeless,83
5098,2011,AZ,4,Arizona Balance of State,Total Homeless,"2,047"
5119,2011,AZ,4,Tucson/Pima County,Total Homeless,"2,626"
5140,2011,AZ,4,Phoenix/Mesa/Maricopa County Regional,Total Homeless,"5,831"
5161,2011,CA,6,San Jose/Santa Clara City & County,Total Homeless,"7,067"
5182,2011,CA,6,San Francisco,Total Homeless,"5,669"
5203,2011,CA,6,Oakland/Alameda County,Total Homeless,"4,178"
5224,2011,CA,6,Sacramento City & County,Total Homeless,"2,376"
5245,2011,CA,6,Santa Rosa/Petaluma/Sonoma County,Total Homeless,"4,541"
5266,2011,CA,6,Richmond/Contra Costa County,Total Homeless,"2,415"
5287,2011,CA,6,"Salinas/Monterey, San Benito Counties",Total Homeless,"2,699"
5308,2011,CA,6,Marin County,Total Homeless,862
5329,2011,CA,6,Watsonville/Santa Cruz City & County,Total Homeless,"2,771"
5350,2011,CA,6,Mendocino County,Total Homeless,"1,456"
5371,2011,CA,6,Turlock/Modesto/Stanislaus County,Total Homeless,"1,434"
5392,2011,CA,6,Stockton/San Joaquin County,Total Homeless,"2,540"
5413,2011,CA,6,Daly/San Mateo County,Total Homeless,"1,926"
5434,2011,CA,6,"Visalia, Kings, Tulare Counties",Total Homeless,804
5455,2011,CA,6,Fresno/Madera County,Total Homeless,"5,135"
5476,2011,CA,6,"Roseville/Rocklin/Placer, Nevada Counties",Total Homeless,821
5497,2011,CA,6,"Redding/Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties",Total Homeless,527
5518,2011,CA,6,Napa City & County,Total Homeless,230
5539,2011,CA,6,Vallejo/Solano County,Total Homeless,569
5560,2011,CA,6,Chico/Paradise/Butte County,Total Homeless,897
5581,2011,CA,6,Merced City & County,Total Homeless,486
5602,2011,CA,6,Davis/Woodland/Yolo County,Total Homeless,468
5623,2011,CA,6,Humboldt County,Total Homeless,861
5644,2011,CA,6,"Colusa, Glenn, Trinity Counties",Total Homeless,322
5665,2011,CA,6,Yuba City & County/Sutter County,Total Homeless,649
5686,2011,CA,6,El Dorado County,Total Homeless,170
5707,2011,CA,6,"Amador, Calaveras, Tuolumne and Mariposa Counties",Total Homeless,406
5728,2011,CA,6,Del Norte County,Total Homeless,448
5749,2011,CA,6,Los Angeles City & County,Total Homeless,"34,622"
5770,2011,CA,6,San Diego City and County,Total Homeless,"9,436"
5791,2011,CA,6,Santa Ana/Anaheim/Orange County,Total Homeless,"6,939"
5812,2011,CA,6,Santa Maria/Santa Barbara County,Total Homeless,"1,698"
5833,2011,CA,6,Bakersfield/Kern County,Total Homeless,"1,439"
5854,2011,CA,6,Long Beach,Total Homeless,"3,164"
5875,2011,CA,6,Pasadena,Total Homeless,"1,216"
5896,2011,CA,6,Riverside City & County,Total Homeless,"6,203"
5917,2011,CA,6,San Bernardino City & County,Total Homeless,"2,825"
5938,2011,CA,6,Oxnard/San Buenaventura/Ventura County,Total Homeless,"1,810"
5959,2011,CA,6,Glendale,Total Homeless,412
5980,2011,CA,6,Imperial County,Total Homeless,508
6001,2011,CA,6,San Luis Obispo County,Total Homeless,"2,129"
6022,2011,CO,8,Colorado Balance of State,Total Homeless,"9,283"
6043,2011,CO,8,Metropolitan Denver Homeless Initiative,Total Homeless,"4,809"
6064,2011,CO,8,Colorado Springs/El Paso County,Total Homeless,"1,024"
6085,2011,CT,9,Bridgeport/Norwalk /Stamford/Fairfield County,Total Homeless,"1,005"
6106,2011,CT,9,Connecticut Balance of State,Total Homeless,"3,451"
6127,2011,DC,11,District of Columbia,Total Homeless,"6,546"
6148,2011,DE,10,Delaware Statewide,Total Homeless,"1,035"
6169,2011,FL,12,"Sarasota/Bradenton/Manatee, Sarasota Counties",Total Homeless,"1,152"
6190,2011,FL,12,Tampa/Hillsborough County,Total Homeless,"7,336"
6211,2011,FL,12,St. Petersburg/Clearwater/Largo/Pinellas County,Total Homeless,"3,890"
6232,2011,FL,12,Lakeland/Winter Haven/Polk County,Total Homeless,"1,100"
6253,2011,FL,12,"Daytona Beach/Daytona/Volusia, Flagler Counties",Total Homeless,"2,210"
6274,2011,FL,12,"Fort Walton Beach/Okaloosa, Walton Counties",Total Homeless,"2,764"
6295,2011,FL,12,Tallahassee/Leon County,Total Homeless,787
6316,2011,FL,12,"Orlando/Orange, Osceola, Seminole Counties",Total Homeless,"4,515"
6337,2011,FL,12,"Gainesville/Alachua, Putnam Counties",Total Homeless,"1,179"
6358,2011,FL,12,"Fort Pierce/St. Lucie, Indian River, Martin Counties",Total Homeless,"1,683"
6379,2011,FL,12,"Jacksonville-Duval, Clay Counties",Total Homeless,"3,025"
6400,2011,FL,12,Pensacola/Escambia/Santa Rosa County,Total Homeless,733
6421,2011,FL,12,Saint Johns County,Total Homeless,"1,391"
6442,2011,FL,12,Palm Bay/Melbourne/Brevard County,Total Homeless,"1,907"
6463,2011,FL,12,Ocala/Marion County,Total Homeless,"1,032"
6484,2011,FL,12,"Panama City/Bay, Jackson Counties",Total Homeless,411
6505,2011,FL,12,"Hendry, Hardee, Highlands Counties",Total Homeless,"1,319"
6526,2011,FL,12,"Columbia, Hamilton, Lafayette, Suwannee Counties",Total Homeless,"1,179"
6547,2011,FL,12,Pasco County,Total Homeless,"4,502"
6568,2011,FL,12,"Citrus, Hernando, Lake, Sumter Counties",Total Homeless,"1,715"
6589,2011,FL,12,Miami/Dade County,Total Homeless,"3,817"
6610,2011,FL,12,Ft Lauderdale/Broward County,Total Homeless,"3,801"
6631,2011,FL,12,Punta Gorda/Charlotte County,Total Homeless,828
6652,2011,FL,12,Ft Myers/Cape Coral/Lee County,Total Homeless,969
6673,2011,FL,12,Monroe County,Total Homeless,904
6694,2011,FL,12,West Palm Beach/Palm Beach County,Total Homeless,"2,148"
6715,2011,FL,12,Naples/Collier County,Total Homeless,390
6736,2011,GA,13,Atlanta Continuum of Care,Total Homeless,"6,805"
6757,2011,GA,13,Georgia Balance of State,Total Homeless,"11,168"
6778,2011,GA,13,Athens/Clarke County,Total Homeless,407
6799,2011,GA,13,Augusta,Total Homeless,497
6820,2011,GA,13,Columbus-Muscogee/Russell County,Total Homeless,486
6841,2011,GA,13,Marietta/Cobb County,Total Homeless,370
6862,2011,GA,13,Savannah/Chatham County,Total Homeless,"1,242"
6883,2011,HI,15,Hawaii Balance of State,Total Homeless,"1,954"
6904,2011,HI,15,Honolulu,Total Homeless,"4,234"
6925,2011,IA,19,"Sioux City/Dakota, Woodbury Counties",Total Homeless,366
6946,2011,IA,19,Iowa Balance of State,Total Homeless,"1,782"
6967,2011,IA,19,Des Moines/Polk County,Total Homeless,986
6988,2011,ID,16,Boise/Ada County,Total Homeless,838
7009,2011,ID,16,Idaho Balance of State,Total Homeless,"1,361"
7030,2011,IL,17,McHenry County,Total Homeless,182
7051,2011,IL,17,"Rockford/Winnebago, Boone Counties",Total Homeless,580
7072,2011,IL,17,Waukegan/North Chicago/Lake County,Total Homeless,464
7093,2011,IL,17,Champaign/Urbana/Rantoul/Champaign County,Total Homeless,231
7114,2011,IL,17,Madison County,Total Homeless,256
7135,2011,IL,17,Joliet/Bolingbrook/Will County,Total Homeless,353
7156,2011,IL,17,"Peoria/Perkin/Fulton, Peoria, Tazewell, Woodford",Total Homeless,313
7177,2011,IL,17,East Saint Louis/Belleville/Saint Clair County,Total Homeless,370
7198,2011,IL,17,Dekalb City & County,Total Homeless,160
7219,2011,IL,17,Chicago,Total Homeless,"6,635"
7240,2011,IL,17,Cook County,Total Homeless,"1,257"
7261,2011,IL,17,Bloomington/Central Illinois,Total Homeless,635
7282,2011,IL,17,Springfield/Sangamon County,Total Homeless,227
7303,2011,IL,17,DuPage County,Total Homeless,676
7324,2011,IL,17,South Central Illinois,Total Homeless,160
7345,2011,IL,17,Decatur/Macon County,Total Homeless,206
7366,2011,IL,17,Aurora/Elgin/Kane County,Total Homeless,444
7387,2011,IL,17,Rock Island/Moline/Northwestern Illinois,Total Homeless,313
7408,2011,IL,17,West Central Illinois,Total Homeless,160
7429,2011,IL,17,Southern Illinois,Total Homeless,387
7450,2011,IN,18,South Bend/Mishawaka/St. Joseph County,Total Homeless,613
7471,2011,IN,18,Indiana Balance of State,Total Homeless,"3,996"
7492,2011,IN,18,Indianapolis,Total Homeless,"1,587"
7513,2011,KS,20,Wichita/Sedgwick County,Total Homeless,634
7534,2011,KS,20,Topeka/Shawnee County,Total Homeless,336
7555,2011,KS,20,Overland Park/Shawnee/Johnson County,Total Homeless,315
7576,2011,KS,20,Kansas Balance of State,Total Homeless,"1,023"
7597,2011,KY,21,Kentucky Balance of State,Total Homeless,"2,834"
7618,2011,KY,21,Louisville/Jefferson County,Total Homeless,"1,628"
7639,2011,KY,21,Lexington/Fayette County,Total Homeless,"1,572"
7660,2011,LA,22,Lafayette/Acadiana,Total Homeless,577
7681,2011,LA,22,Shreveport/Bossier/Northwest,Total Homeless,733
7702,2011,LA,22,New Orleans/Jefferson Parish,Total Homeless,"6,687"
7723,2011,LA,22,Baton Rouge,Total Homeless,501
7744,2011,LA,22,Monroe/Northeast Louisiana,Total Homeless,227
7765,2011,LA,22,Slidell/Southeast Louisiana,Total Homeless,281
7786,2011,LA,22,Alexandria/Central Louisiana,Total Homeless,208
7807,2011,LA,22,Houma-Terrebonne/Thibodaux,Total Homeless,32
7828,2011,LA,22,Louisiana Balance of State,Total Homeless,45
7849,2011,MA,25,Boston,Total Homeless,"5,476"
7870,2011,MA,25,"Holyoke/Franklin, Hampden, Hampshire Counties",Total Homeless,"1,541"
7891,2011,MA,25,Lynn,Total Homeless,531
7912,2011,MA,25,Cape Cod/Islands,Total Homeless,480
7933,2011,MA,25,Springfield,Total Homeless,"1,025"
7954,2011,MA,25,New Bedford,Total Homeless,351
7975,2011,MA,25,Worcester City & County,Total Homeless,"1,315"
7996,2011,MA,25,Pittsfield/Berkshire County,Total Homeless,192
8017,2011,MA,25,Lowell,Total Homeless,589
8038,2011,MA,25,Cambridge,Total Homeless,471
8059,2011,MA,25,Gloucester/Haverhill/Salem/Essex County,Total Homeless,886
8080,2011,MA,25,Quincy/Brockton/Weymouth/Plymouth City and County,Total Homeless,"1,468"
8101,2011,MA,25,Fall River,Total Homeless,288
8122,2011,MA,25,Massachusetts Balance of State,Total Homeless,"1,499"
8143,2011,MA,25,Somerville,Total Homeless,137
8164,2011,MA,25,Brookline/Newton,Total Homeless,191
8185,2011,MA,25,Attleboro/Taunton/Bristol County,Total Homeless,224
8206,2011,MD,24,Cumberland/Allegany County,Total Homeless,123
8227,2011,MD,24,Baltimore City,Total Homeless,"4,094"
8248,2011,MD,24,Harford County,Total Homeless,243
8269,2011,MD,24,Annapolis/Anne Arundel County,Total Homeless,382
8290,2011,MD,24,Howard County,Total Homeless,189
8311,2011,MD,24,Baltimore County,Total Homeless,881
8332,2011,MD,24,Carroll County,Total Homeless,179
8353,2011,MD,24,Cecil County,Total Homeless,220
8374,2011,MD,24,"Charles, Calvert, St.Mary's Counties",Total Homeless,"1,153"
8395,2011,MD,24,Frederick City & County,Total Homeless,248
8416,2011,MD,24,Garrett County,Total Homeless,35
8437,2011,MD,24,Mid-Shore Regional,Total Homeless,85
8458,2011,MD,24,Hagerstown/Washington County,Total Homeless,210
8479,2011,MD,24,Wicomico/Somerset/Worcester County,Total Homeless,253
8500,2011,MD,24,Prince George`s County/Maryland,Total Homeless,772
8521,2011,MD,24,Montgomery County,Total Homeless,"1,141"
8542,2011,ME,23,Maine Balance of State,Total Homeless,"1,832"
8563,2011,ME,23,Portland,Total Homeless,615
8584,2011,MI,26,Michigan Balance of State,Total Homeless,"2,499"
8605,2011,MI,26,Detroit,Total Homeless,"3,138"
8626,2011,MI,26,Dearborn/Dearborn Heights/Westland/Wayne County,Total Homeless,482
8647,2011,MI,26,St. Clair Shores/Warren/Macomb County,Total Homeless,656
8668,2011,MI,26,Pontiac/Royal Oak/Oakland County,Total Homeless,713
8689,2011,MI,26,Flint/Genesee County,Total Homeless,490
8710,2011,MI,26,Grand Rapids/Wyoming/Kent County,Total Homeless,627
8731,2011,MI,26,Portage/Kalamazoo City & County,Total Homeless,822
8752,2011,MI,26,Lansing/East Lansing/Ingham County,Total Homeless,444
8773,2011,MI,26,Ann Arbor/Washtenaw County,Total Homeless,469
8794,2011,MI,26,Saginaw City & County,Total Homeless,390
8815,2011,MI,26,Lenawee County,Total Homeless,166
8836,2011,MI,26,"Grand Traverse, Antrim, Leelanau Counties",Total Homeless,234
8857,2011,MI,26,"Marquette, Alger Counties",Total Homeless,102
8878,2011,MI,26,Battle Creek/Calhoun County,Total Homeless,192
8899,2011,MI,26,Monroe City & County,Total Homeless,121
8920,2011,MI,26,Norton Shores/Muskegon City & County,Total Homeless,691
8941,2011,MI,26,Jackson City & County,Total Homeless,246
8962,2011,MI,26,Livingston County,Total Homeless,135
8983,2011,MI,26,Holland/Ottawa County,Total Homeless,343
9004,2011,MI,26,Eaton County,Total Homeless,225
9025,2011,MN,27,Minneapolis/Hennepin County,Total Homeless,"3,100"
9046,2011,MN,27,Saint Paul/Ramsey County,Total Homeless,"1,439"
9067,2011,MN,27,Rochester/Southeast Minnesota,Total Homeless,361
9088,2011,MN,27,"Dakota, Anoka, Washington, Scott, Carver Counties",Total Homeless,696
9109,2011,MN,27,Northeast Minnesota,Total Homeless,174
9130,2011,MN,27,St. Cloud/Central Minnesota,Total Homeless,599
9151,2011,MN,27,Northwest Minnesota,Total Homeless,252
9172,2011,MN,27,Moorhead/West Central Minnesota,Total Homeless,263
9193,2011,MN,27,Duluth/St.Louis County,Total Homeless,494
9214,2011,MN,27,Southwest Minnesota,Total Homeless,117
9235,2011,MO,29,St. Louis County,Total Homeless,657
9256,2011,MO,29,St.Louis City,Total Homeless,"1,344"
9277,2011,MO,29,"St. Charles, Lincoln, Warren Counties",Total Homeless,"1,003"
9298,2011,MO,29,"Springfield/Greene, Christian, Webster Counties",Total Homeless,591
9319,2011,MO,29,"Joplin/Jasper, Newton Counties",Total Homeless,457
9340,2011,MO,29,"St. Joseph/Andrew, Buchanan, DeKalb Counties",Total Homeless,181
9361,2011,MO,29,"Kansas City, Independence, Lees Summit/Jackson, Wyandotte Counties, MO & KS",Total Homeless,"2,992"
9382,2011,MO,29,Missouri Balance of State,Total Homeless,"1,967"
9403,2011,MS,28,"Jackson/Rankin, Madison Counties",Total Homeless,826
9424,2011,MS,28,Mississippi Balance of State,Total Homeless,951
9445,2011,MS,28,Gulf Port/Gulf Coast Regional,Total Homeless,529
9466,2011,MT,30,Montana Statewide,Total Homeless,"1,768"
9487,2011,NC,37,Winston Salem/Forsyth County,Total Homeless,527
9508,2011,NC,37,Asheville/Buncombe County,Total Homeless,514
9529,2011,NC,37,Durham City & County,Total Homeless,597
9550,2011,NC,37,North Carolina Balance of State,Total Homeless,"2,987"
9571,2011,NC,37,Greensboro/High Point,Total Homeless,"1,024"
9592,2011,NC,37,Charlotte/Mecklenberg,Total Homeless,"2,847"
9613,2011,NC,37,"Wilmington/Brunswick, New Hanover, Pender Counties",Total Homeless,483
9634,2011,NC,37,Raleigh/Wake County,Total Homeless,"1,150"
9655,2011,NC,37,"Gastonia/Cleveland, Gaston, Lincoln Counties",Total Homeless,378
9676,2011,NC,37,Fayetteville/Cumberland County,Total Homeless,"1,061"
9697,2011,NC,37,Chapel Hill/Orange County,Total Homeless,136
9718,2011,NC,37,Northwest North Carolina,Total Homeless,"1,192"
9739,2011,ND,38,North Dakota Statewide,Total Homeless,603
9760,2011,NE,31,Nebraska Balance of State,Total Homeless,"1,121"
9781,2011,NE,31,Omaha/Council Bluffs,Total Homeless,"1,580"
9802,2011,NE,31,Lincoln,Total Homeless,847
9823,2011,NH,33,New Hampshire Balance of State,Total Homeless,808
9844,2011,NH,33,Manchester,Total Homeless,350
9865,2011,NH,33,Nashua/Hillsborough County,Total Homeless,311
9886,2011,NJ,34,Atlantic City & County,Total Homeless,533
9907,2011,NJ,34,Bergen County,Total Homeless,"1,521"
9928,2011,NJ,34,Burlington County,Total Homeless,"1,035"
9949,2011,NJ,34,"Camden City/Camden, Cumberland, Gloucester, Cape May Counties",Total Homeless,"1,427"
9970,2011,NJ,34,Newark/Essex County,Total Homeless,"1,505"
9991,2011,NJ,34,Jersey City/Bayonne/Hudson County,Total Homeless,"1,536"
10012,2011,NJ,34,New Brunswick/Middlesex County,Total Homeless,930
10033,2011,NJ,34,Monmouth County,Total Homeless,559
10054,2011,NJ,34,Morris County,Total Homeless,446
10075,2011,NJ,34,Lakewood Township/Ocean County,Total Homeless,545
10096,2011,NJ,34,Paterson/Passaic County,Total Homeless,847
10117,2011,NJ,34,Salem County,Total Homeless,80
10138,2011,NJ,34,Somerset County,Total Homeless,387
10159,2011,NJ,34,Trenton/Mercer County,Total Homeless,843
10180,2011,NJ,34,Elizabeth/Union County,Total Homeless,"1,471"
10201,2011,NJ,34,"Warren, Sussex, Hunterdon Counties",Total Homeless,472
10222,2011,NM,35,Albuquerque,Total Homeless,"1,639"
10243,2011,NM,35,New Mexico Balance of State,Total Homeless,"1,962"
10264,2011,NV,32,Las Vegas/Clark County,Total Homeless,"8,003"
10285,2011,NV,32,Reno/Sparks/Washoe County,Total Homeless,850
10306,2011,NV,32,Nevada Balance of State,Total Homeless,297
10327,2011,NY,36,Rochester/Irondequoit/Greece/Monroe County,Total Homeless,694
10348,2011,NY,36,"Elmira/Steuben, Allegany, Livingston, Chemung, Schuyler Counties",Total Homeless,297
10369,2011,NY,36,Albany City & County,Total Homeless,641
10390,2011,NY,36,Cattaragus County,Total Homeless,40
10411,2011,NY,36,"Syracuse, Auburn/Onondaga, Oswego, Cayuga Counties",Total Homeless,834
10432,2011,NY,36,"Fulton, Montgomery, Schoharie Counties",Total Homeless,60
10453,2011,NY,36,Schenectady City & County,Total Homeless,358
10474,2011,NY,36,"Buffalo, Niagara Falls/Erie, Niagara, Orleans, Genesee, Wyoming Counties",Total Homeless,"1,156"
10495,2011,NY,36,Ithaca/Tompkins County,Total Homeless,68
10516,2011,NY,36,"Binghamton, Union/Broome, Otsego, Chenango, Delaware, Cortland, Tioga Counties C",Total Homeless,218
10537,2011,NY,36,Troy/Rensselaer County,Total Homeless,267
10558,2011,NY,36,"Wayne, Ontario, Seneca, Yates Counties",Total Homeless,111
10579,2011,NY,36,Jamestown/Dunkirk/Chautauqua County,Total Homeless,57
10600,2011,NY,36,Clinton County,Total Homeless,118
10621,2011,NY,36,"Utica/Rome/Oneida, Madison Counties",Total Homeless,182
10642,2011,NY,36,Columbia/Greene County,Total Homeless,177
10663,2011,NY,36,Franklin County,Total Homeless,22
10684,2011,NY,36,Jefferson/Lewis/St. Lawrence Counties,Total Homeless,108
10705,2011,NY,36,"Glens Falls/Saratoga Springs/Saratoga, Washington, Warren, Hamilton Counties",Total Homeless,320
10726,2011,NY,36,New York City,Total Homeless,"51,123"
10747,2011,NY,36,Poughkeepsie/Dutchess County,Total Homeless,435
10768,2011,NY,36,Newburgh/Middletown/Orange County,Total Homeless,448
10789,2011,NY,36,"Nassau, Suffolk Counties/Babylon/Islip/ Huntington",Total Homeless,"3,278"
10810,2011,NY,36,Yonkers/Mount Vernon/New Rochelle/Westchester,Total Homeless,"1,537"
10831,2011,NY,36,Rockland County,Total Homeless,112
10852,2011,NY,36,Sullivan County,Total Homeless,525
10873,2011,NY,36,Kingston/Ulster County,Total Homeless,259
10894,2011,OH,39,Cincinnati/Hamilton County,Total Homeless,"1,275"
10915,2011,OH,39,Toledo/Lucas County,Total Homeless,"1,096"
10936,2011,OH,39,Cleveland/Cuyahoga County,Total Homeless,"2,262"
10957,2011,OH,39,Columbus/Franklin County,Total Homeless,"1,418"
10978,2011,OH,39,Youngstown/Mahoning County,Total Homeless,223
10999,2011,OH,39,Dayton/Kettering/Montgomery County,Total Homeless,986
11020,2011,OH,39,Akron/Barberton/Summit County,Total Homeless,857
11041,2011,OH,39,Ohio Balance of State,Total Homeless,"4,431"
11062,2011,OH,39,Canton/Massillon/Alliance/Stark County,Total Homeless,482
11083,2011,OK,40,North Central Oklahoma,Total Homeless,249
11104,2011,OK,40,Tulsa City & County/Broken Arrow,Total Homeless,879
11125,2011,OK,40,Oklahoma City,Total Homeless,"1,348"
11146,2011,OK,40,Oklahoma Balance of State,Total Homeless,483
11167,2011,OK,40,Norman/Cleveland County,Total Homeless,619
11188,2011,OK,40,Northeast Oklahoma,Total Homeless,266
11209,2011,OK,40,Southwest Oklahoma Regional,Total Homeless,133
11230,2011,OK,40,Southeastern Oklahoma Regional,Total Homeless,648
11251,2011,OR,41,Eugene/Springfield/Lane County,Total Homeless,"2,140"
11272,2011,OR,41,Portland-Gresham-Multnomah County,Total Homeless,"4,497"
11293,2011,OR,41,Medford/Ashland/Jackson County,Total Homeless,"1,049"
11314,2011,OR,41,Central Oregon,Total Homeless,802
11335,2011,OR,41,Oregon Balance of State,Total Homeless,"7,006"
11356,2011,OR,41,Hillsboro/Beaverton/Washington County,Total Homeless,752
11377,2011,OR,41,Clackamas County,Total Homeless,"1,008"
11398,2011,PA,42,Philadelphia,Total Homeless,"6,180"
11419,2011,PA,42,Harrisburg/Dauphin County,Total Homeless,394
11440,2011,PA,42,Upper Darby/Chester/Haverford/Delaware County,Total Homeless,648
11461,2011,PA,42,Wilkes-Barre/Hazleton/Luzerne County,Total Homeless,180
11482,2011,PA,42,Lower Marion/Norristown/Abington/Montgomery County,Total Homeless,410
11503,2011,PA,42,Chester County,Total Homeless,726
11524,2011,PA,42,Reading/Berks County,Total Homeless,357
11545,2011,PA,42,Scranton/Lackawanna County,Total Homeless,276
11566,2011,PA,42,Eastern Pennsylvania,Total Homeless,"1,720"
11587,2011,PA,42,Lancaster City & County,Total Homeless,505
11608,2011,PA,42,Bristol/Bensalem/Bucks County,Total Homeless,505
11629,2011,PA,42,York City & County,Total Homeless,257
11650,2011,PA,42,Pittsburgh/McKeesport/Penn Hills/Allegheny County,Total Homeless,"1,423"
11671,2011,PA,42,Western Pennsylvania,Total Homeless,991
11692,2011,PA,42,Beaver County,Total Homeless,119
11713,2011,PA,42,Erie City & County,Total Homeless,405
11734,2011,RI,44,Rhode Island Statewide,Total Homeless,"1,070"
11755,2011,SC,45,Charleston/Low Country,Total Homeless,569
11776,2011,SC,45,Greenville/Anderson/Spartanburg Upstate,Total Homeless,"1,401"
11797,2011,SC,45,Columbia/Midlands,Total Homeless,"1,621"
11818,2011,SC,45,Myrtle Beach/Sumter City & County,Total Homeless,"1,502"
11839,2011,SD,46,South Dakota Statewide,Total Homeless,826
11860,2011,TN,47,Chattanooga/Southeast Tennessee,Total Homeless,561
11881,2011,TN,47,Memphis/Shelby County,Total Homeless,"1,942"
11902,2011,TN,47,Knoxville/Knox County,Total Homeless,998
11923,2011,TN,47,Central Tennessee,Total Homeless,232
11944,2011,TN,47,Nashville/Davidson County,Total Homeless,"1,938"
11965,2011,TN,47,Oak Ridge/Upper Cumberland,Total Homeless,526
11986,2011,TN,47,Jackson/West Tennessee,Total Homeless,"1,894"
12007,2011,TN,47,Appalachian Regional,Total Homeless,360
12028,2011,TN,47,Murfreesboro/Rutherford County,Total Homeless,225
12049,2011,TN,47,"Morristown/Blount, Sevier, Campbell, Cocke Counties",Total Homeless,437
12070,2011,TX,48,San Antonio/Bexar County,Total Homeless,"3,222"
12091,2011,TX,48,Austin/Travis County,Total Homeless,"2,362"
12112,2011,TX,48,Dallas City & County/Irving,Total Homeless,"3,540"
12133,2011,TX,48,Fort Worth/Arlington/Tarrant County,Total Homeless,"2,169"
12154,2011,TX,48,El Paso City & County,Total Homeless,"1,331"
12175,2011,TX,48,Waco/McLennan County,Total Homeless,267
12196,2011,TX,48,Texas Balance of State (BoS),Total Homeless,"14,643"
12217,2011,TX,48,Amarillo,Total Homeless,439
12238,2011,TX,48,"Wichita Falls/Wise, Palo Pinto, Wichita, Archer Counties",Total Homeless,234
12259,2011,TX,48,"Houston, Pasadena, Conroe/Harris, Ft. Bend, Montgomery, Counties",Total Homeless,"8,471"
12280,2011,TX,48,Bryan/College Station/Brazos Valley,Total Homeless,233
12301,2011,UT,49,Salt Lake City & County,Total Homeless,"2,033"
12322,2011,UT,49,Utah Balance of State,Total Homeless,898
12343,2011,UT,49,Provo/Mountainland,Total Homeless,199
12364,2011,VA,51,"Richmond/Henrico, Chesterfield, Hanover Counties",Total Homeless,"1,084"
12385,2011,VA,51,"Norfolk/Chesapeake/Suffolk/Isle of Wright, Southampton Counties",Total Homeless,609
12406,2011,VA,51,Roanoke City & County/Salem,Total Homeless,536
12427,2011,VA,51,Virginia Beach,Total Homeless,427
12448,2011,VA,51,Charlottesville,Total Homeless,213
12469,2011,VA,51,Newport News/Hampton/Virginia Peninsula,Total Homeless,736
12490,2011,VA,51,Portsmouth,Total Homeless,265
12511,2011,VA,51,Lynchburg,Total Homeless,226
12532,2011,VA,51,"Harrisburg, Winchester/Western Virginia",Total Homeless,311
12553,2011,VA,51,"Fredericksburg/Spotsylvania, Stafford Counties",Total Homeless,191
12574,2011,VA,51,Virginia Balance of State (BoS),Total Homeless,"1,064"
12595,2011,VA,51,Arlington County,Total Homeless,461
12616,2011,VA,51,Fairfax County,Total Homeless,"1,549"
12637,2011,VA,51,Loudoun County,Total Homeless,162
12658,2011,VA,51,City of Alexandria,Total Homeless,416
12679,2011,VA,51,Prince William County,Total Homeless,566
12700,2011,VT,50,Vermont Balance of State,Total Homeless,655
12721,2011,VT,50,Burlington/Chittenden County,Total Homeless,489
12742,2011,WA,53,Seattle/King County,Total Homeless,"8,972"
12763,2011,WA,53,Washington Balance of State,Total Homeless,"4,956"
12784,2011,WA,53,Spokane City & County,Total Homeless,"1,272"
12805,2011,WA,53,Tacoma/Lakewood/Pierce County,Total Homeless,"2,089"
12826,2011,WA,53,Everett/Snohomish County,Total Homeless,"1,860"
12847,2011,WA,53,Yakima City & County,Total Homeless,443
12868,2011,WA,53,Vancouver/Clark County,Total Homeless,847
12889,2011,WI,55,Wisconsin Balance of State,Total Homeless,"3,400"
12910,2011,WI,55,Milwaukee City & County,Total Homeless,"1,466"
12931,2011,WI,55,Racine City & County,Total Homeless,243
12952,2011,WI,55,Madison/Dane County,Total Homeless,676
12973,2011,WV,54,Wheeling/Weirton Area,Total Homeless,124
12994,2011,WV,54,"Huntington/Cabell, Wayne Counties",Total Homeless,238
13015,2011,WV,54,"Charleston/Kanawha, Putnam, Boone, Clay Counties",Total Homeless,394
13036,2011,WV,54,West Virginia Balance of State,Total Homeless,"1,455"
13057,2011,WY,56,Wyoming Statewide,Total Homeless,"1,038"
13078,2012,AK,2,Anchorage,Total Homeless,"1,147"
13099,2012,AK,2,Alaska Balance of State,Total Homeless,766
13120,2012,AL,1,"Birmingham/Jefferson, St. Clair, Shelby Counties",Total Homeless,"1,707"
13141,2012,AL,1,Mobile City & County/Baldwin County,Total Homeless,634
13162,2012,AL,1,Florence/Northwest Alabama,Total Homeless,192
13183,2012,AL,1,Huntsville/North Alabama,Total Homeless,607
13204,2012,AL,1,Montgomery City & County,Total Homeless,487
